SYSTEM,WATERWAY,SITE,Datetime,Water_Level_m,Water_Level_m_AHD
Wimmera,Mt William,RosesGap,15/08/2017 5:00,0.17,167.89
Wimmera,Mt William,RosesGap,15/08/2017 6:00,0.169,167.89
Wimmera,Mt William,RosesGap,15/08/2017 7:00,0.171,167.89
Wimmera,Mt William,RosesGap,15/08/2017 8:00,0.17,167.89
Wimmera,Mt William,RosesGap,15/08/2017 9:00,0.167,167.88
Wimmera,Mt William,RosesGap,15/08/2017 10:00,0.172,167.89
Wimmera,Mt William,RosesGap,15/08/2017 11:00,0.166,167.88
Wimmera,Mt William,RosesGap,15/08/2017 12:00,0.169,167.89
Wimmera,Mt William,RosesGap,15/08/2017 13:00,0.154,167.87
Wimmera,Mt William,RosesGap,15/08/2017 14:00,0.142,167.86
Wimmera,Mt William,RosesGap,15/08/2017 15:00,0.147,167.86
Wimmera,Mt William,RosesGap,15/08/2017 16:00,0.146,167.86
Wimmera,Mt William,RosesGap,15/08/2017 17:00,0.153,167.87
Wimmera,Mt William,RosesGap,15/08/2017 18:00,0.158,167.87
Wimmera,Mt William,RosesGap,15/08/2017 19:00,0.152,167.87
Wimmera,Mt William,RosesGap,15/08/2017 20:00,0.164,167.88
Wimmera,Mt William,RosesGap,15/08/2017 21:00,0.163,167.88
Wimmera,Mt William,RosesGap,15/08/2017 22:00,0.179,167.9
Wimmera,Mt William,RosesGap,15/08/2017 23:00,0.188,167.9
Wimmera,Mt William,RosesGap,16/08/2017 0:00,0.197,167.91
Wimmera,Mt William,RosesGap,16/08/2017 1:00,0.235,167.95
Wimmera,Mt William,RosesGap,16/08/2017 2:00,0.258,167.97
Wimmera,Mt William,RosesGap,16/08/2017 3:00,0.292,168.01
Wimmera,Mt William,RosesGap,16/08/2017 4:00,0.314,168.03
Wimmera,Mt William,RosesGap,16/08/2017 5:00,0.334,168.05
Wimmera,Mt William,RosesGap,16/08/2017 6:00,0.342,168.06
Wimmera,Mt William,RosesGap,16/08/2017 7:00,0.326,168.04
Wimmera,Mt William,RosesGap,16/08/2017 8:00,0.349,168.07
Wimmera,Mt William,RosesGap,16/08/2017 9:00,0.373,168.09
Wimmera,Mt William,RosesGap,16/08/2017 10:00,0.383,168.1
Wimmera,Mt William,RosesGap,16/08/2017 11:00,0.393,168.11
